country_code,country,region,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,cost_category,data_quality
531,Curaçao,Asia,2018,3.13,1142.45,,,,High Cost,Estimated value
531,Curaçao,Asia,2019,3.35,1222.75,,,,High Cost,Estimated value
531,Curaçao,Asia,2020,3.65,1332.25,,,,High Cost,Estimated value
531,Curaçao,Asia,2021,4.0,1460.0,0.97,1.0,1.97,High Cost,Estimated value
531,Curaçao,Asia,2022,4.44,1620.6000000000001,,,,High Cost,Estimated value
531,Curaçao,Asia,2023,5.01,1828.6499999999999,,,,High Cost,Estimated value
531,Curaçao,Asia,2024,5.54,2022.1,,,,High Cost,Estimated value
196,Cyprus,Africa,2017,2.89,1054.8500000000001,,,,High Cost,Estimated value
196,Cyprus,Africa,2018,2.93,1069.45,,,,High Cost,Estimated value
196,Cyprus,Africa,2019,3.04,1109.6,,,,High Cost,Estimated value
196,Cyprus,Africa,2020,3.14,1146.1000000000001,,,,High Cost,Estimated value
196,Cyprus,Africa,2021,3.1,1131.5,0.72,0.73,1.45,High Cost,Estimated value
196,Cyprus,Africa,2022,3.44,1255.6,,,,High Cost,Estimated value
196,Cyprus,Africa,2023,3.65,1332.25,,,,High Cost,Estimated value
196,Cyprus,Africa,2024,3.82,1394.3,,,,High Cost,Estimated value
203,Czechia,Americas,2017,2.81,1025.65,,,,High Cost,Estimated value
203,Czechia,Americas,2018,2.83,1032.95,,,,High Cost,Estimated value
203,Czechia,Americas,2019,2.97,1084.0500000000002,,,,High Cost,Estimated value
203,Czechia,Americas,2020,3.0,1095.0,,,,High Cost,Estimated value
203,Czechia,Americas,2021,2.9,1058.5,0.72,0.61,1.33,High Cost,Estimated value
203,Czechia,Americas,2022,3.36,1226.3999999999999,,,,High Cost,Estimated value
203,Czechia,Americas,2023,3.65,1332.25,,,,High Cost,Estimated value
203,Czechia,Americas,2024,3.58,1306.7,,,,High Cost,Estimated value
384,Côte d'Ivoire,Americas,2017,2.66,970.9000000000001,,,,High Cost,Estimated value
384,Côte d'Ivoire,Americas,2018,2.69,981.85,,,,High Cost,Estimated value
384,Côte d'Ivoire,Americas,2019,2.66,970.9000000000001,,,,High Cost,Estimated value
384,Côte d'Ivoire,Americas,2020,2.73,996.45,,,,High Cost,Estimated value
384,Côte d'Ivoire,Americas,2021,2.91,1062.15,0.31,0.27,0.5800000000000001,High Cost,Estimated value
384,Côte d'Ivoire,Americas,2022,3.25,1186.25,,,,High Cost,Estimated value
384,Côte d'Ivoire,Americas,2023,3.45,1259.25,,,,High Cost,Estimated value
384,Côte d'Ivoire,Americas,2024,3.58,1306.7,,,,High Cost,Estimated value
180,Democratic Republic of the Congo,Africa,2017,4.27,1558.55,,,,Medium Cost,Estimated value
180,Democratic Republic of the Congo,Africa,2018,3.46,1262.9,,,,Medium Cost,Estimated value
180,Democratic Republic of the Congo,Africa,2019,3.44,1255.6,,,,Medium Cost,Estimated value
180,Democratic Republic of the Congo,Africa,2020,3.21,1171.65,,,,Medium Cost,Estimated value
180,Democratic Republic of the Congo,Africa,2021,3.11,1135.1499999999999,0.3,0.27,0.5700000000000001,Medium Cost,Estimated value
180,Democratic Republic of the Congo,Africa,2022,3.38,1233.7,,,,Medium Cost,Estimated value
180,Democratic Republic of the Congo,Africa,2023,3.55,1295.75,,,,Medium Cost,Estimated value
180,Democratic Republic of the Congo,Africa,2024,3.46,1262.9,,,,Medium Cost,Estimated value
208,Denmark,Americas,2017,2.2,803.0000000000001,,,,Medium Cost,Estimated value
208,Denmark,Americas,2018,2.26,824.9,,,,Medium Cost,Estimated value
208,Denmark,Americas,2019,2.34,854.0999999999999,,,,Medium Cost,Estimated value
208,Denmark,Americas,2020,2.41,879.6500000000001,,,,Medium Cost,Estimated value
208,Denmark,Americas,2021,2.49,908.85,0.66,0.6,1.26,Medium Cost,Estimated value
208,Denmark,Americas,2022,2.72,992.8000000000001,,,,Medium Cost,Estimated value
208,Denmark,Americas,2023,2.94,1073.1,,,,Medium Cost,Estimated value
208,Denmark,Americas,2024,3.03,1105.9499999999998,,,,Medium Cost,Estimated value
262,Djibouti,Americas,2017,2.97,1084.0500000000002,,,,High Cost,Estimated value
262,Djibouti,Americas,2018,3.0,1095.0,,,,High Cost,Estimated value
262,Djibouti,Americas,2019,3.1,1131.5,,,,High Cost,Estimated value
262,Djibouti,Americas,2020,3.24,1182.6000000000001,,,,High Cost,Estimated value
262,Djibouti,Americas,2021,3.4,1241.0,0.64,0.46,1.1,High Cost,Estimated value
262,Djibouti,Americas,2022,3.86,1408.8999999999999,,,,High Cost,Estimated value
262,Djibouti,Americas,2023,4.06,1481.8999999999999,,,,High Cost,Estimated value
262,Djibouti,Americas,2024,4.2,1533.0,,,,High Cost,Estimated value
212,Dominica,Americas,2017,4.28,1562.2,,,,High Cost,Estimated value
212,Dominica,Americas,2018,4.55,1660.75,,,,High Cost,Estimated value
212,Dominica,Americas,2019,4.75,1733.75,,,,High Cost,Estimated value
212,Dominica,Americas,2020,5.0,1825.0,,,,High Cost,Estimated value
212,Dominica,Americas,2021,5.26,1919.8999999999999,1.62,0.9,2.52,High Cost,Estimated value
212,Dominica,Americas,2022,5.69,2076.8500000000004,,,,High Cost,Estimated value
212,Dominica,Americas,2023,6.08,2219.2,,,,High Cost,Estimated value
212,Dominica,Americas,2024,6.36,2321.4,,,,High Cost,Estimated value
214,Dominican Republic,Americas,2017,3.39,1237.3500000000001,,,,High Cost,Estimated value
214,Dominican Republic,Americas,2018,3.48,1270.2,,,,High Cost,Estimated value
214,Dominican Republic,Americas,2019,3.74,1365.1000000000001,,,,High Cost,Estimated value
214,Dominican Republic,Americas,2020,4.05,1478.25,,,,High Cost,Estimated value
214,Dominican Republic,Americas,2021,4.41,1609.65,0.95,0.58,1.5299999999999998,High Cost,Estimated value
214,Dominican Republic,Americas,2022,4.87,1777.55,,,,High Cost,Estimated value
214,Dominican Republic,Americas,2023,5.21,1901.65,,,,High Cost,Estimated value
214,Dominican Republic,Americas,2024,5.4,1971.0000000000002,,,,High Cost,Estimated value
218,Ecuador,Americas,2017,2.5,912.5,,,,High Cost,Estimated value
218,Ecuador,Americas,2018,2.54,927.1,,,,High Cost,Estimated value
218,Ecuador,Americas,2019,2.63,959.9499999999999,,,,High Cost,Estimated value
218,Ecuador,Americas,2020,2.77,1011.05,,,,High Cost,Estimated value
218,Ecuador,Americas,2021,2.91,1062.15,0.44,0.38,0.8200000000000001,High Cost,Estimated value
218,Ecuador,Americas,2022,3.19,1164.35,,,,High Cost,Estimated value
218,Ecuador,Americas,2023,3.43,1251.95,,,,High Cost,Estimated value
218,Ecuador,Americas,2024,3.56,1299.4,,,,High Cost,Estimated value
818,Egypt,Europe,2017,3.81,1390.65,,,,High Cost,Estimated value
818,Egypt,Europe,2018,4.02,1467.3,,,,High Cost,Estimated value
818,Egypt,Europe,2019,3.98,1452.7,,,,High Cost,Estimated value
818,Egypt,Europe,2020,3.88,1416.2,,,,High Cost,Estimated value
818,Egypt,Europe,2021,4.01,1463.6499999999999,0.52,0.42,0.94,High Cost,Estimated value
818,Egypt,Europe,2022,4.69,1711.8500000000001,,,,High Cost,Estimated value
818,Egypt,Europe,2023,5.96,2175.4,,,,High Cost,Estimated value
818,Egypt,Europe,2024,6.38,2328.7,,,,High Cost,Estimated value
226,Equatorial Guinea,Americas,2017,3.7,1350.5,,,,High Cost,Estimated value
226,Equatorial Guinea,Americas,2018,3.77,1376.05,,,,High Cost,Estimated value
226,Equatorial Guinea,Americas,2019,3.81,1390.65,,,,High Cost,Estimated value
226,Equatorial Guinea,Americas,2020,3.93,1434.45,,,,High Cost,Estimated value
226,Equatorial Guinea,Americas,2021,4.07,1485.5500000000002,1.08,0.38,1.46,High Cost,Estimated value
226,Equatorial Guinea,Americas,2022,4.43,1616.9499999999998,,,,High Cost,Estimated value
226,Equatorial Guinea,Americas,2023,4.62,1686.3,,,,High Cost,Estimated value
226,Equatorial Guinea,Americas,2024,4.79,1748.35,,,,High Cost,Estimated value
233,Estonia,Americas,2017,3.14,1146.1000000000001,,,,High Cost,Estimated value
233,Estonia,Americas,2018,3.21,1171.65,,,,High Cost,Estimated value
233,Estonia,Americas,2019,3.35,1222.75,,,,High Cost,Estimated value
233,Estonia,Americas,2020,3.43,1251.95,,,,High Cost,Estimated value
233,Estonia,Americas,2021,3.34,1219.1,0.81,0.64,1.4500000000000002,High Cost,Estimated value
233,Estonia,Americas,2022,3.76,1372.3999999999999,,,,High Cost,Estimated value
233,Estonia,Americas,2023,4.21,1536.65,,,,High Cost,Estimated value
233,Estonia,Americas,2024,4.32,1576.8000000000002,,,,High Cost,Estimated value
748,Eswatini,Europe,2017,3.36,1226.3999999999999,,,,High Cost,Estimated value
748,Eswatini,Europe,2018,3.31,1208.15,,,,High Cost,Estimated value
748,Eswatini,Europe,2019,3.33,1215.45,,,,High Cost,Estimated value
748,Eswatini,Europe,2020,3.41,1244.65,,,,High Cost,Estimated value
748,Eswatini,Europe,2021,3.62,1321.3,0.82,0.32,1.14,High Cost,Estimated value
748,Eswatini,Europe,2022,3.96,1445.4,,,,High Cost,Estimated value
748,Eswatini,Europe,2023,4.09,1492.85,,,,High Cost,Estimated value
748,Eswatini,Europe,2024,4.21,1536.65,,,,High Cost,Estimated value
231,Ethiopia,Americas,2017,2.94,1073.1,,,,High Cost,Estimated value
231,Ethiopia,Americas,2018,3.03,1105.9499999999998,,,,High Cost,Estimated value
231,Ethiopia,Americas,2019,3.27,1193.55,,,,High Cost,Estimated value
231,Ethiopia,Americas,2020,3.52,1284.8,,,,High Cost,Estimated value
231,Ethiopia,Americas,2021,3.88,1416.2,0.39,0.83,1.22,High Cost,Estimated value
231,Ethiopia,Americas,2022,4.29,1565.85,,,,High Cost,Estimated value
231,Ethiopia,Americas,2023,4.41,1609.65,,,,High Cost,Estimated value
231,Ethiopia,Americas,2024,4.78,1744.7,,,,High Cost,Estimated value
242,Fiji,Americas,2017,3.2,1168.0,,,,High Cost,Estimated value
242,Fiji,Americas,2018,3.26,1189.8999999999999,,,,High Cost,Estimated value
242,Fiji,Americas,2019,3.41,1244.65,,,,High Cost,Estimated value
242,Fiji,Americas,2020,3.48,1270.2,,,,High Cost,Estimated value
242,Fiji,Americas,2021,3.81,1390.65,0.99,0.68,1.67,High Cost,Estimated value
242,Fiji,Americas,2022,4.18,1525.6999999999998,,,,High Cost,Estimated value
242,Fiji,Americas,2023,4.58,1671.7,,,,High Cost,Estimated value
242,Fiji,Americas,2024,4.82,1759.3000000000002,,,,High Cost,Estimated value
246,Finland,Americas,2017,2.53,923.4499999999999,,,,High Cost,Estimated value
246,Finland,Americas,2018,2.61,952.65,,,,High Cost,Estimated value
246,Finland,Americas,2019,2.72,992.8000000000001,,,,High Cost,Estimated value
246,Finland,Americas,2020,2.81,1025.65,,,,High Cost,Estimated value
246,Finland,Americas,2021,2.87,1047.55,0.89,0.61,1.5,High Cost,Estimated value
246,Finland,Americas,2022,3.25,1186.25,,,,High Cost,Estimated value
246,Finland,Americas,2023,3.52,1284.8,,,,High Cost,Estimated value
246,Finland,Americas,2024,3.57,1303.05,,,,High Cost,Estimated value
250,France,Americas,2017,2.58,941.7,,,,High Cost,Estimated value
250,France,Americas,2018,2.65,967.25,,,,High Cost,Estimated value
250,France,Americas,2019,2.83,1032.95,,,,High Cost,Estimated value
250,France,Americas,2020,2.94,1073.1,,,,High Cost,Estimated value
250,France,Americas,2021,2.96,1080.4,0.92,0.86,1.78,High Cost,Estimated value
250,France,Americas,2022,3.32,1211.8,,,,High Cost,Estimated value
250,France,Americas,2023,3.67,1339.55,,,,High Cost,Estimated value
250,France,Americas,2024,3.75,1368.75,,,,High Cost,Estimated value
266,Gabon,Americas,2017,3.24,1182.6000000000001,,,,High Cost,Estimated value
266,Gabon,Americas,2018,3.31,1208.15,,,,High Cost,Estimated value
266,Gabon,Americas,2019,3.44,1255.6,,,,High Cost,Estimated value
266,Gabon,Americas,2020,3.6,1314.0,,,,High Cost,Estimated value
266,Gabon,Americas,2021,3.81,1390.65,1.09,0.47,1.56,High Cost,Estimated value
266,Gabon,Americas,2022,4.18,1525.6999999999998,,,,High Cost,Estimated value
266,Gabon,Americas,2023,4.45,1624.25,,,,High Cost,Estimated value
266,Gabon,Americas,2024,4.64,1693.6,,,,High Cost,Estimated value
270,Gambia,Americas,2017,2.69,981.85,,,,High Cost,Estimated value
270,Gambia,Americas,2018,2.86,1043.8999999999999,,,,High Cost,Estimated value
270,Gambia,Americas,2019,2.98,1087.7,,,,High Cost,Estimated value
270,Gambia,Americas,2020,3.18,1160.7,,,,High Cost,Estimated value
270,Gambia,Americas,2021,3.45,1259.25,0.38,0.47,0.85,High Cost,Estimated value
270,Gambia,Americas,2022,3.81,1390.65,,,,High Cost,Estimated value
270,Gambia,Americas,2023,4.13,1507.45,,,,High Cost,Estimated value
270,Gambia,Americas,2024,4.43,1616.9499999999998,,,,High Cost,Estimated value
276,Germany,Americas,2017,2.64,963.6,,,,High Cost,Estimated value
276,Germany,Americas,2018,2.76,1007.4,,,,High Cost,Estimated value
276,Germany,Americas,2019,2.87,1047.55,,,,High Cost,Estimated value
276,Germany,Americas,2020,2.97,1084.0500000000002,,,,High Cost,Estimated value
276,Germany,Americas,2021,3.1,1131.5,0.86,0.89,1.75,High Cost,Estimated value
276,Germany,Americas,2022,3.54,1292.1,,,,High Cost,Estimated value
276,Germany,Americas,2023,3.89,1419.8500000000001,,,,High Cost,Estimated value
276,Germany,Americas,2024,4.0,1460.0,,,,High Cost,Estimated value
288,Ghana,Americas,2017,3.54,1292.1,,,,High Cost,Estimated value
288,Ghana,Americas,2018,3.51,1281.1499999999999,,,,High Cost,Estimated value
288,Ghana,Americas,2019,3.48,1270.2,,,,High Cost,Estimated value
288,Ghana,Americas,2020,3.46,1262.9,,,,High Cost,Estimated value
288,Ghana,Americas,2021,3.5,1277.5,0.46,0.25,0.71,High Cost,Estimated value
288,Ghana,Americas,2022,3.83,1397.95,,,,High Cost,Estimated value
288,Ghana,Americas,2023,4.29,1565.85,,,,High Cost,Estimated value
288,Ghana,Americas,2024,4.49,1638.8500000000001,,,,High Cost,Estimated value
300,Greece,Americas,2017,2.93,1069.45,,,,High Cost,Estimated value
300,Greece,Americas,2018,2.99,1091.3500000000001,,,,High Cost,Estimated value
300,Greece,Americas,2019,3.1,1131.5,,,,High Cost,Estimated value
300,Greece,Americas,2020,3.13,1142.45,,,,High Cost,Estimated value
300,Greece,Americas,2021,3.25,1186.25,0.8,0.66,1.46,High Cost,Estimated value
300,Greece,Americas,2022,3.73,1361.45,,,,High Cost,Estimated value
300,Greece,Americas,2023,4.16,1518.4,,,,High Cost,Estimated value
300,Greece,Americas,2024,4.31,1573.1499999999999,,,,High Cost,Estimated value
308,Grenada,Americas,2017,4.43,1616.9499999999998,,,,High Cost,Estimated value
308,Grenada,Americas,2018,4.5,1642.5,,,,High Cost,Estimated value
308,Grenada,Americas,2019,4.44,1620.6000000000001,,,,High Cost,Estimated value
308,Grenada,Americas,2020,4.5,1642.5,,,,High Cost,Estimated value
308,Grenada,Americas,2021,4.59,1675.35,1.29,1.07,2.3600000000000003,High Cost,Estimated value
308,Grenada,Americas,2022,5.11,1865.15,,,,High Cost,Estimated value
308,Grenada,Americas,2023,5.58,2036.7,,,,High Cost,Estimated value
308,Grenada,Americas,2024,5.83,2127.95,,,,High Cost,Estimated value
320,Guatemala,Americas,2017,2.88,1051.2,,,,High Cost,Estimated value
320,Guatemala,Americas,2018,3.12,1138.8,,,,High Cost,Estimated value
320,Guatemala,Americas,2019,3.45,1259.25,,,,High Cost,Estimated value
320,Guatemala,Americas,2020,3.74,1365.1000000000001,,,,High Cost,Estimated value
320,Guatemala,Americas,2021,4.01,1463.6499999999999,0.64,0.47,1.1099999999999999,High Cost,Estimated value
320,Guatemala,Americas,2022,4.43,1616.9499999999998,,,,High Cost,Estimated value
320,Guatemala,Americas,2023,4.78,1744.7,,,,High Cost,Estimated value
320,Guatemala,Americas,2024,5.03,1835.95,,,,High Cost,Estimated value
324,Guinea,Americas,2017,2.59,945.3499999999999,,,,High Cost,Estimated value
324,Guinea,Americas,2018,2.84,1036.6,,,,High Cost,Estimated value
324,Guinea,Americas,2019,3.05,1113.25,,,,High Cost,Estimated value
324,Guinea,Americas,2020,3.35,1222.75,,,,High Cost,Estimated value
324,Guinea,Americas,2021,3.72,1357.8000000000002,0.48,0.44,0.9199999999999999,High Cost,Estimated value
324,Guinea,Americas,2022,4.14,1511.1,,,,High Cost,Estimated value
324,Guinea,Americas,2023,4.65,1697.2500000000002,,,,High Cost,Estimated value
324,Guinea,Americas,2024,5.1,1861.4999999999998,,,,High Cost,Estimated value
624,Guinea-Bissau,Europe,2017,3.01,1098.6499999999999,,,,High Cost,Estimated value
624,Guinea-Bissau,Europe,2018,3.04,1109.6,,,,High Cost,Estimated value
624,Guinea-Bissau,Europe,2019,3.14,1146.1000000000001,,,,High Cost,Estimated value
624,Guinea-Bissau,Europe,2020,3.24,1182.6000000000001,,,,High Cost,Estimated value
624,Guinea-Bissau,Europe,2021,3.45,1259.25,0.85,0.45,1.3,High Cost,Estimated value
624,Guinea-Bissau,Europe,2022,3.74,1365.1000000000001,,,,High Cost,Estimated value
624,Guinea-Bissau,Europe,2023,3.98,1452.7,,,,High Cost,Estimated value
624,Guinea-Bissau,Europe,2024,4.09,1492.85,,,,High Cost,Estimated value
328,Guyana,Americas,2017,4.62,1686.3,,,,High Cost,Estimated value
328,Guyana,Americas,2018,4.79,1748.35,,,,High Cost,Estimated value
328,Guyana,Americas,2019,5.06,1846.8999999999999,,,,High Cost,Estimated value
328,Guyana,Americas,2020,5.41,1974.65,,,,High Cost,Estimated value
328,Guyana,Americas,2021,5.9,2153.5,,,,High Cost,Estimated value
328,Guyana,Americas,2022,6.37,2325.05,,,,High Cost,Estimated value
328,Guyana,Americas,2023,6.64,2423.6,,,,High Cost,Estimated value
328,Guyana,Americas,2024,6.83,2492.95,,,,High Cost,Estimated value
332,Haiti,Americas,2017,3.93,1434.45,,,,High Cost,Estimated value
332,Haiti,Americas,2018,4.05,1478.25,,,,High Cost,Estimated value
332,Haiti,Americas,2019,4.28,1562.2,,,,High Cost,Estimated value
332,Haiti,Americas,2020,4.57,1668.0500000000002,,,,High Cost,Estimated value
332,Haiti,Americas,2021,4.88,1781.2,,,,High Cost,Estimated value
332,Haiti,Americas,2022,5.3,1934.5,,,,High Cost,Estimated value
332,Haiti,Americas,2023,5.53,2018.45,,,,High Cost,Estimated value
332,Haiti,Americas,2024,6.21,2266.65,,,,High Cost,Estimated value
340,Honduras,Americas,2017,3.69,1346.85,,,,High Cost,Estimated value
340,Honduras,Americas,2018,3.66,1335.9,,,,High Cost,Estimated value
340,Honduras,Americas,2019,3.64,1328.6000000000001,,,,High Cost,Estimated value
340,Honduras,Americas,2020,3.76,1372.3999999999999,,,,High Cost,Estimated value
340,Honduras,Americas,2021,3.81,1390.65,0.77,0.79,1.56,High Cost,Estimated value
340,Honduras,Americas,2022,4.28,1562.2,,,,High Cost,Estimated value
340,Honduras,Americas,2023,4.64,1693.6,,,,High Cost,Estimated value
340,Honduras,Americas,2024,4.75,1733.75,,,,High Cost,Estimated value
348,Hungary,Americas,2017,3.36,1226.3999999999999,,,,High Cost,Estimated value
348,Hungary,Americas,2018,3.45,1259.25,,,,High Cost,Estimated value
348,Hungary,Americas,2019,3.6,1314.0,,,,High Cost,Estimated value
348,Hungary,Americas,2020,3.69,1346.85,,,,High Cost,Estimated value
348,Hungary,Americas,2021,3.68,1343.2,0.98,0.82,1.7999999999999998,High Cost,Estimated value
348,Hungary,Americas,2022,4.46,1627.9,,,,High Cost,Estimated value
348,Hungary,Americas,2023,5.08,1854.2,,,,High Cost,Estimated value
348,Hungary,Americas,2024,5.08,1854.2,,,,High Cost,Estimated value
352,Iceland,Americas,2017,2.37,865.0500000000001,,,,Medium Cost,Estimated value
352,Iceland,Americas,2018,2.41,879.6500000000001,,,,Medium Cost,Estimated value
352,Iceland,Americas,2019,2.52,919.8,,,,Medium Cost,Estimated value
352,Iceland,Americas,2020,2.69,981.85,,,,Medium Cost,Estimated value
352,Iceland,Americas,2021,2.77,1011.05,0.79,0.54,1.33,Medium Cost,Estimated value
352,Iceland,Americas,2022,3.0,1095.0,,,,Medium Cost,Estimated value
352,Iceland,Americas,2023,3.21,1171.65,,,,Medium Cost,Estimated value
352,Iceland,Americas,2024,3.29,1200.85,,,,Medium Cost,Estimated value
356,India,Americas,2017,2.77,1011.05,,,,High Cost,Estimated value
356,India,Americas,2018,2.86,1043.8999999999999,,,,High Cost,Estimated value
356,India,Americas,2019,3.01,1098.6499999999999,,,,High Cost,Estimated value
356,India,Americas,2020,3.23,1178.95,,,,High Cost,Estimated value
356,India,Americas,2021,3.4,1241.0,0.7,0.58,1.2799999999999998,High Cost,Estimated value
356,India,Americas,2022,3.67,1339.55,,,,High Cost,Estimated value
356,India,Americas,2023,3.86,1408.8999999999999,,,,High Cost,Estimated value
356,India,Americas,2024,4.07,1485.5500000000002,,,,High Cost,Estimated value
360,Indonesia,Americas,2017,3.61,1317.6499999999999,,,,High Cost,Estimated value
360,Indonesia,Americas,2018,3.68,1343.2,,,,High Cost,Estimated value
360,Indonesia,Americas,2019,3.68,1343.2,,,,High Cost,Estimated value
360,Indonesia,Americas,2020,3.86,1408.8999999999999,,,,High Cost,Estimated value
360,Indonesia,Americas,2021,4.0,1460.0,0.73,0.86,1.5899999999999999,High Cost,Estimated value
360,Indonesia,Americas,2022,4.39,1602.35,,,,High Cost,Estimated value
360,Indonesia,Americas,2023,4.63,1689.95,,,,High Cost,Estimated value
360,Indonesia,Americas,2024,4.75,1733.75,,,,High Cost,Estimated value
364,Iran (Islamic Republic of),Americas,2017,3.01,1098.6499999999999,,,,High Cost,Estimated value
364,Iran (Islamic Republic of),Americas,2018,3.11,1135.1499999999999,,,,High Cost,Estimated value
364,Iran (Islamic Republic of),Americas,2019,3.35,1222.75,,,,High Cost,Estimated value
364,Iran (Islamic Republic of),Americas,2020,3.15,1149.75,,,,High Cost,Estimated value
364,Iran (Islamic Republic of),Americas,2021,3.37,1230.05,,,,High Cost,Estimated value
364,Iran (Islamic Republic of),Americas,2022,4.09,1492.85,,,,High Cost,Estimated value
364,Iran (Islamic Republic of),Americas,2023,4.46,1627.9,,,,High Cost,Estimated value
364,Iran (Islamic Republic of),Americas,2024,4.39,1602.35,,,,High Cost,Estimated value
368,Iraq,Americas,2017,3.32,1211.8,,,,High Cost,Estimated value
368,Iraq,Americas,2018,3.48,1270.2,,,,High Cost,Estimated value
368,Iraq,Americas,2019,3.5,1277.5,,,,High Cost,Estimated value
368,Iraq,Americas,2020,3.5,1277.5,,,,High Cost,Estimated value
368,Iraq,Americas,2021,3.42,1248.3,0.53,0.54,1.07,High Cost,Estimated value
368,Iraq,Americas,2022,3.76,1372.3999999999999,,,,High Cost,Estimated value
368,Iraq,Americas,2023,3.97,1449.0500000000002,,,,High Cost,Estimated value
368,Iraq,Americas,2024,4.1,1496.4999999999998,,,,High Cost,Estimated value
372,Ireland,Americas,2017,2.33,850.45,,,,Medium Cost,Estimated value
372,Ireland,Americas,2018,2.27,828.55,,,,Medium Cost,Estimated value
372,Ireland,Americas,2019,2.3,839.4999999999999,,,,Medium Cost,Estimated value
372,Ireland,Americas,2020,2.22,810.3000000000001,,,,Medium Cost,Estimated value
372,Ireland,Americas,2021,2.29,835.85,0.57,0.67,1.24,Medium Cost,Estimated value
372,Ireland,Americas,2022,2.52,919.8,,,,Medium Cost,Estimated value
372,Ireland,Americas,2023,2.74,1000.1,,,,Medium Cost,Estimated value
372,Ireland,Americas,2024,2.83,1032.95,,,,Medium Cost,Estimated value
376,Israel,Americas,2017,2.51,916.15,,,,Medium Cost,Estimated value
376,Israel,Americas,2018,2.58,941.7,,,,Medium Cost,Estimated value
376,Israel,Americas,2019,2.6,949.0,,,,Medium Cost,Estimated value
376,Israel,Americas,2020,2.61,952.65,,,,Medium Cost,Estimated value
376,Israel,Americas,2021,2.75,1003.75,0.56,0.71,1.27,Medium Cost,Estimated value
376,Israel,Americas,2022,3.13,1142.45,,,,Medium Cost,Estimated value
376,Israel,Americas,2023,3.23,1178.95,,,,Medium Cost,Estimated value
376,Israel,Americas,2024,3.41,1244.65,,,,Medium Cost,Estimated value
380,Italy,Americas,2017,2.74,1000.1,,,,High Cost,Estimated value
380,Italy,Americas,2018,2.83,1032.95,,,,High Cost,Estimated value
380,Italy,Americas,2019,3.01,1098.6499999999999,,,,High Cost,Estimated value
380,Italy,Americas,2020,3.09,1127.85,,,,High Cost,Estimated value
380,Italy,Americas,2021,3.17,1157.05,0.8,0.93,1.73,High Cost,Estimated value
380,Italy,Americas,2022,3.6,1314.0,,,,High Cost,Estimated value
380,Italy,Americas,2023,3.96,1445.4,,,,High Cost,Estimated value
380,Italy,Americas,2024,4.14,1511.1,,,,High Cost,Estimated value
388,Jamaica,Americas,2017,4.88,1781.2,,,,High Cost,Estimated value
388,Jamaica,Americas,2018,4.78,1744.7,,,,High Cost,Estimated value
388,Jamaica,Americas,2019,4.83,1762.95,,,,High Cost,Estimated value
388,Jamaica,Americas,2020,4.9,1788.5000000000002,,,,High Cost,Estimated value
388,Jamaica,Americas,2021,4.9,1788.5000000000002,1.69,1.24,2.9299999999999997,High Cost,Estimated value
388,Jamaica,Americas,2022,5.41,1974.65,,,,High Cost,Estimated value
388,Jamaica,Americas,2023,5.83,2127.95,,,,High Cost,Estimated value
388,Jamaica,Americas,2024,6.02,2197.2999999999997,,,,High Cost,Estimated value
392,Japan,Americas,2017,5.48,2000.2,,,,High Cost,Estimated value
392,Japan,Americas,2018,5.65,2062.25,,,,High Cost,Estimated value
392,Japan,Americas,2019,5.57,2033.0500000000002,,,,High Cost,Estimated value
392,Japan,Americas,2020,5.8,2117.0,,,,High Cost,Estimated value
392,Japan,Americas,2021,5.98,2182.7000000000003,1.57,1.3,2.87,High Cost,Estimated value
392,Japan,Americas,2022,6.66,2430.9,,,,High Cost,Estimated value
392,Japan,Americas,2023,7.29,2660.85,,,,High Cost,Estimated value
392,Japan,Americas,2024,7.62,2781.3,,,,High Cost,Estimated value
400,Jordan,Asia,2017,2.88,1051.2,,,,Medium Cost,Estimated value
400,Jordan,Asia,2018,2.9,1058.5,,,,Medium Cost,Estimated value
400,Jordan,Asia,2019,2.94,1073.1,,,,Medium Cost,Estimated value
400,Jordan,Asia,2020,3.02,1102.3,,,,Medium Cost,Estimated value
400,Jordan,Asia,2021,2.99,1091.3500000000001,0.55,0.58,1.13,Medium Cost,Estimated value
400,Jordan,Asia,2022,3.2,1168.0,,,,Medium Cost,Estimated value
400,Jordan,Asia,2023,3.28,1197.1999999999998,,,,Medium Cost,Estimated value
400,Jordan,Asia,2024,3.37,1230.05,,,,Medium Cost,Estimated value
398,Kazakhstan,Americas,2017,2.12,773.8000000000001,,,,Medium Cost,Estimated value
398,Kazakhstan,Americas,2018,2.13,777.4499999999999,,,,Medium Cost,Estimated value
398,Kazakhstan,Americas,2019,2.28,832.1999999999999,,,,Medium Cost,Estimated value
398,Kazakhstan,Americas,2020,2.43,886.95,,,,Medium Cost,Estimated value
398,Kazakhstan,Americas,2021,2.59,945.3499999999999,0.3,0.64,0.94,Medium Cost,Estimated value
398,Kazakhstan,Americas,2022,2.88,1051.2,,,,Medium Cost,Estimated value
398,Kazakhstan,Americas,2023,3.02,1102.3,,,,Medium Cost,Estimated value
398,Kazakhstan,Americas,2024,3.06,1116.9,,,,Medium Cost,Estimated value
404,Kenya,Asia,2017,2.56,934.4,,,,High Cost,Estimated value
